Year,Brand Name,Generic Name,Application Number,SPL Set ID,Review Document URL,Review Document Title
2004,ERBITUX,CETUXIMAB,BLA125084,8bc6397e-4bd8-4d37-a007-a327e4da34d9,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/0125084_s030_erbitux.pdf,
2004,ERBITUX,CETUXIMAB,BLA125084,8bc6397e-4bd8-4d37-a007-a327e4da34d9,http://www.accessdata.fda.gov/drugsatfda_docs/bla/2007/125084Orig1s103.pdf,
2004,ERBITUX,CETUXIMAB,BLA125084,8bc6397e-4bd8-4d37-a007-a327e4da34d9,"http://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/125084Orig1s277,s280.pdf",
2004,ERBITUX,CETUXIMAB,BLA125084,8bc6397e-4bd8-4d37-a007-a327e4da34d9,http://www.accessdata.fda.gov/drugsatfda_docs/bla/2004/125084_erbitux_toc.cfm,
2004,ERBITUX,CETUXIMAB,BLA125084,8bc6397e-4bd8-4d37-a007-a327e4da34d9,"http://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/125084Orig1s277,s280.pdf",
2018,YUTIQ,FLUOCINOLONE ACETONIDE,NDA210331,43ba66d9-653d-48b9-9914-b0a50b68b79a,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2018/210331Orig1s000TOC.cfm,
1995,N/A,N/A,NDA020489,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/020489Orig1s034.pdf,
1995,N/A,N/A,NDA020489,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/020489_S007_ANDRODERM_AP.pdf,
1995,N/A,N/A,NDA020489,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/97/20489-S003_ANDRODERM.PDF,
1995,N/A,N/A,NDA020489,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/020489Orig1s031.pdf,
2023,UZEDY,RISPERIDONE,NDA213586,734eb776-4be0-4808-834b-0d8b0f9e021e,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/213586Orig1s000TOC.cfm,
2020,PHESGO,"PERTUZUMAB, TRASTUZUMAB, AND HYALURONIDASE-ZZXF",BLA761170,27dd5e6b-72cd-458d-a015-cf4dab5800da,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/761170Orig1s000TOC.cfm,
1998,INFASURF,CALFACTANT,BLA020521,315c128a-272d-4c57-bfbe-1a8b3402af08,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/20521_Infasurf.cfm,
2023,XALKORI,CRIZOTINIB,NDA217581,2a51b0de-47d6-455e-a94c-d2c737b04ff7,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/217581Orig1s000tOC.cfm,
2023,XALKORI,CRIZOTINIB,NDA217581,2a51b0de-47d6-455e-a94c-d2c737b04ff7,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/217581Orig1s000tOC.cfm,
2016,SUSTOL,GRANISETRON,NDA022445,f7c7ffdd-8270-4030-bc1e-a1cb28a6de56,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/022445Orig1s000TOC.cfm,
2001,FROVA,FROVATRIPTAN SUCCINATE,NDA021006,c0703630-9ce8-4259-841e-71fd2019fa66,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2001/21-006_Frova.cfm,
2006,N/A,N/A,NDA021338,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/021338_toc.cfm,
2006,N/A,N/A,NDA021338,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/021338Orig1s005.pdf,
2005,N/A,N/A,NDA021689,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021689s000TOC.cfm,
2005,N/A,N/A,NDA021689,N/A,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/21689_Esomeprazole_Clinical_Prea.pdf,
2005,N/A,N/A,NDA021689,N/A,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/21689_Esomeprazole_Clinpharm_Prea.pdf,
2005,N/A,N/A,NDA021689,N/A,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/021689Orig1s014.pdf,
2007,FLONASE SENSIMIST ALLERGY RELIEF,FLUTICASONE FUROATE,NDA022051,893234b5-be82-4425-b850-2b884637b18e,http://www.accessdata.fda.gov/drugsatfda_docs/review/2018/022051Orig1s017.pdf,
2007,FLONASE SENSIMIST ALLERGY RELIEF,FLUTICASONE FUROATE,NDA022051,893234b5-be82-4425-b850-2b884637b18e,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/022051_veramyst_toc.cfm,
2004,AVASTIN,BEVACIZUMAB,BLA125085,939b5d1f-9fb2-4499-80ef-0607aa6b114e,http://www.accessdata.fda.gov/drugsatfda_docs/label/2014/125085Orig1s301SumR.pdf,
2004,AVASTIN,BEVACIZUMAB,BLA125085,939b5d1f-9fb2-4499-80ef-0607aa6b114e,http://www.accessdata.fda.gov/drugsatfda_docs/bla/2006/125085_0074_avastin.pdf,
2004,AVASTIN,BEVACIZUMAB,BLA125085,939b5d1f-9fb2-4499-80ef-0607aa6b114e,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/125085Orig1s332.pdf,
2004,AVASTIN,BEVACIZUMAB,BLA125085,939b5d1f-9fb2-4499-80ef-0607aa6b114e,http://www.accessdata.fda.gov/drugsatfda_docs/bla/2006/125085_0085_avastin.pdf,
2004,AVASTIN,BEVACIZUMAB,BLA125085,939b5d1f-9fb2-4499-80ef-0607aa6b114e,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/STN-125085_Avastin.cfm,
2004,AVASTIN,BEVACIZUMAB,BLA125085,939b5d1f-9fb2-4499-80ef-0607aa6b114e,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/125085_s091_avastin.pdf,
2004,AVASTIN,BEVACIZUMAB,BLA125085,939b5d1f-9fb2-4499-80ef-0607aa6b114e,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/125085Orig1s319.pdf,
2004,AVASTIN,BEVACIZUMAB,BLA125085,939b5d1f-9fb2-4499-80ef-0607aa6b114e,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/125085Orig1s331.pdf,
2019,LOTEMAX SM,LOTEPREDNOL ETABONATE,NDA208219,6f9477b5-699f-4d3b-b9a6-0cc238266237,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/208219Orig1s000TOC.cfm,
2025,EKTERLY,SEBETRALSTAT,NDA219301,1d145e2f-8e7e-2e90-e063-6294a90a4449,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/219301Orig1s000TOC.cfm,
2020,DANYELZA,NAXITAMAB,BLA761171,29a80c6b-8bad-4650-8c7f-f18490c868ec,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/761171Orig1s000TOC.cfm,
2023,COMBOGESIC IV,ACETAMINOPHEN AND IBUPROFEN INJECTION,NDA215320,be408a5a-48e4-43c0-9cb1-bbf830b54f5b,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2024/215320Orig1s000TOC.cfm,
2022,OLPRUVA,SODIUM PHENYLBUTYRATE,NDA214860,89abc31c-43e8-4809-9eb7-172cb31a86f1,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/214860Orig1s000TOC.cfm,
2022,PYRUKYND,MITAPIVAT,NDA216196,4ccee896-e313-4c6c-9674-b4746ada0a90,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/216196Orig1s000TOC.cfm,
2005,N/A,N/A,NDA021690,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021690s000TOC.cfm,
2007,N/A,N/A,NDA022052,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/022052_zyflo_toc.cfm,
2004,KEPIVANCE,PALIFERMIN,BLA125103,426f6e64-2c20-4a61-6d65-7320426f6e64,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/125103s000_KepivanceTOC.cfm,
2004,KEPIVANCE,PALIFERMIN,BLA125103,426f6e64-2c20-4a61-6d65-7320426f6e64,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/125103 palifermin Kepivance clinical prea.pdf,
2004,KEPIVANCE,PALIFERMIN,BLA125103,426f6e64-2c20-4a61-6d65-7320426f6e64,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/125103 palifermin Kepivance_clinpharm prea.pdf,
2011,N/A,N/A,NDA200732,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/200732_zidovudine_toc.cfm,
2015,MEROPENEM AND SODIUM CHLORIDE,MEROPENEM AND SODIUM CHLORIDE,NDA202106,3b952a55-6ef7-45c8-be21-16eefe37ec2e,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/202106Orig1s000TOC.cfm,
2015,MEROPENEM AND SODIUM CHLORIDE,MEROPENEM AND SODIUM CHLORIDE,NDA202106,3b952a55-6ef7-45c8-be21-16eefe37ec2e,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/202106Orig1s000SumR.pdf,
2013,KUVAN,SAPROPTERIN DIHYDROCHLORIDE,NDA205065,af38711e-8873-4790-a92d-4d583e23fb89,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/205065Orig1s000TOC.cfm,
2013,KUVAN,SAPROPTERIN DIHYDROCHLORIDE,NDA205065,af38711e-8873-4790-a92d-4d583e23fb89,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/205065Orig1s000SumR.pdf,
2016,BONJESTA,DOXYLAMINE SUCCINATE AND PYRIDOXINE HYDROCHLORIDE,NDA209661,dba60bb4-54ff-4e06-b8d2-acbbd3717666,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/209661Orig1s000TOC.cfm,
2021,VUITY,PILOCARPINE HYDROCHLORIDE,NDA214028,8d806897-8a2a-4518-8c68-0ec3b778de50,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2022/214028Orig1s000TOC.cfm,
1996,DIFFERIN,ADAPALENE,NDA020380,0739d631-171b-42a8-bd55-0022b8df2d8a,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/020380s10_toc.cfm,
2020,EBANGA,ANSUVIMAB,BLA761172,de220c8f-ffcb-4522-a6a2-c7d6ce5de1b5,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/761172Orig1s000TOC.cfm,
2010,N/A,N/A,NDA022450,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/022450_ofirmev_toc.cfm,
2010,N/A,N/A,NDA022450,N/A,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/66_22450 Acetaminophen clinpharm prea.pdf,
2010,N/A,N/A,NDA022450,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/022450Orig1s000SumR.pdf,
2010,N/A,N/A,NDA022450,N/A,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/22450-Acetaminophen-clinical-prea.pdf,
2010,N/A,N/A,NDA022450,N/A,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/22450-Acetaminophen-clinpharm-prea.pdf,
2010,N/A,N/A,NDA022450,N/A,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/22450-Acetaminophen_Statistical-prea.pdf,
2010,N/A,N/A,NDA022450,N/A,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/22450_Acetaminophen_Clinical_Safety_PREA.pdf,
1998,SANDOSTATIN LAR DEPOT,OCTREOTIDE ACETATE,NDA021008,d0b7fe9e-7000-4b79-ba3b-291ce92c14f9,http://www.accessdata.fda.gov/drugsatfda_docs/nda/98/021008.cfm,
1998,SANDOSTATIN LAR DEPOT,OCTREOTIDE ACETATE,NDA021008,d0b7fe9e-7000-4b79-ba3b-291ce92c14f9,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/021008Orig1s028.pdf,
1998,SANDOSTATIN LAR DEPOT,OCTREOTIDE ACETATE,NDA021008,d0b7fe9e-7000-4b79-ba3b-291ce92c14f9,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/316_21008s018octreotide_Sandostatin-MedRev.pdf,
1998,SANDOSTATIN LAR DEPOT,OCTREOTIDE ACETATE,NDA021008,d0b7fe9e-7000-4b79-ba3b-291ce92c14f9,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/315_21008s018octreotide_Sandostatin-ClinPharmRev.pdf,
1998,SANDOSTATIN LAR DEPOT,OCTREOTIDE ACETATE,NDA021008,d0b7fe9e-7000-4b79-ba3b-291ce92c14f9,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/317_21008s018octreotide_Sandostatin-StatsRev.pdf,
2002,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,NDA021342,a8db0f7d-8863-9309-e053-2995a90a284a,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021342_s004_Levo.pdf,
2002,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,NDA021342,a8db0f7d-8863-9309-e053-2995a90a284a,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-342_Levothyroxine.cfm,
2002,LEVOTHYROXINE SODIUM,LEVOTHYROXINE SODIUM,NDA021342,a8db0f7d-8863-9309-e053-2995a90a284a,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021342_s003_Levo.pdf,
2005,N/A,N/A,NDA021692,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/021692s000_RalivaTOC.cfm,
1975,ROBINUL,ROBINUL,NDA017558,38f88829-a226-4810-866c-1b62c47e8aee,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/017558_S000_RobinulTOC.cfm,
2006,N/A,N/A,BLA125141,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/125141s000_MyozymeTOC.cfm,
2016,SYNDROS,DRONABINOL,NDA205525,a7801c70-995d-46a2-91ee-141ef427c6b5,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/205525Orig1s000TOC.cfm,
2018,LOKELMA,SODIUM ZIRCONIUM CYCLOSILICATE,NDA207078,90bf8e28-748d-4e4b-a19f-9cf483370eff,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2018/207078Orig1s000TOC.cfm,
2022,KONVOMEP,OMEPRAZOLE AND SODIUM BICARBONATE,NDA213593,688ed6f1-d78a-4006-a682-57021cb38a3e,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/213593Orig1s000TOC.cfm,
2022,BORTEZOMIB,BORTEZOMIB,NDA215331,c40e6a28-d577-43d4-bca6-bef28da1d580,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/215331Orig1s000TOC.cfm,
2023,INPEFA,SOTAGLIFLOZIN,NDA216203,1a46614e-05f6-421a-b6f4-d6f8760d643a,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2023/216203Orig1s000TOC.cfm,
1999,N/A,N/A,NDA020746,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20746_Rhinocort.cfm,
2021,SKYTROFA,LONAPEGSOMATROPIN-TCGD,BLA761177,9229f871-bc61-4ddc-8122-d126d40e36ac,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/761177Orig1s000TOC.cfm,
2000,TRILEPTAL,OXCARBAZEPINE,NDA021014,4c5c86c8-ab7f-4fcf-bc1b-5a0b1fd0691b,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/21-014_Trileptal.cfm,
2000,TRILEPTAL,OXCARBAZEPINE,NDA021014,4c5c86c8-ab7f-4fcf-bc1b-5a0b1fd0691b,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/021014s013_oxcarbazepine_Trileptal-MedRev.pdf,
2000,TRILEPTAL,OXCARBAZEPINE,NDA021014,4c5c86c8-ab7f-4fcf-bc1b-5a0b1fd0691b,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/021014s013_oxcarbazepine_Trileptal-ClinPharmRev.pdf,
2000,TRILEPTAL,OXCARBAZEPINE,NDA021014,4c5c86c8-ab7f-4fcf-bc1b-5a0b1fd0691b,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/021014s013_oxcarbazepine_Trileptal-StatsRev.pdf,
2000,TRILEPTAL,OXCARBAZEPINE,NDA021014,4c5c86c8-ab7f-4fcf-bc1b-5a0b1fd0691b,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/021014_s003_TrileptalTOC.cfm,
2003,RISPERDAL CONSTA,RISPERIDONE,NDA021346,bb34ee82-d2c2-43b8-ba21-2825c0954691,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2018/021346Orig1s058.pdf,
2003,RISPERDAL CONSTA,RISPERIDONE,NDA021346,bb34ee82-d2c2-43b8-ba21-2825c0954691,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/021346Orig1s064.pdf,
2003,RISPERDAL CONSTA,RISPERIDONE,NDA021346,bb34ee82-d2c2-43b8-ba21-2825c0954691,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/021346Orig1s056.pdf,
2003,RISPERDAL CONSTA,RISPERIDONE,NDA021346,bb34ee82-d2c2-43b8-ba21-2825c0954691,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/021346Orig1s048.pdf,
2003,RISPERDAL CONSTA,RISPERIDONE,NDA021346,bb34ee82-d2c2-43b8-ba21-2825c0954691,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/021346Orig1s062.pdf,
2003,RISPERDAL CONSTA,RISPERIDONE,NDA021346,bb34ee82-d2c2-43b8-ba21-2825c0954691,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/021346Orig1s054.pdf,
2003,RISPERDAL CONSTA,RISPERIDONE,NDA021346,bb34ee82-d2c2-43b8-ba21-2825c0954691,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/021346Orig1s060.pdf,
2003,RISPERDAL CONSTA,RISPERIDONE,NDA021346,bb34ee82-d2c2-43b8-ba21-2825c0954691,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/021346Orig1s052.pdf,
2003,RISPERDAL CONSTA,RISPERIDONE,NDA021346,bb34ee82-d2c2-43b8-ba21-2825c0954691,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/021346Orig1s050.pdf,
2003,RISPERDAL CONSTA,RISPERIDONE,NDA021346,bb34ee82-d2c2-43b8-ba21-2825c0954691,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2018/021346Orig1s059.pdf,
2003,RISPERDAL CONSTA,RISPERIDONE,NDA021346,bb34ee82-d2c2-43b8-ba21-2825c0954691,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/021346Orig1s049.pdf,
2003,RISPERDAL CONSTA,RISPERIDONE,NDA021346,bb34ee82-d2c2-43b8-ba21-2825c0954691,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2020/021346Orig1s063.pdf,
2003,RISPERDAL CONSTA,RISPERIDONE,NDA021346,bb34ee82-d2c2-43b8-ba21-2825c0954691,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/021346Orig1s055.pdf,
2003,RISPERDAL CONSTA,RISPERIDONE,NDA021346,bb34ee82-d2c2-43b8-ba21-2825c0954691,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/021346Orig1s061.pdf,
2003,RISPERDAL CONSTA,RISPERIDONE,NDA021346,bb34ee82-d2c2-43b8-ba21-2825c0954691,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2014/021346Orig1s051.pdf,
2003,RISPERDAL CONSTA,RISPERIDONE,NDA021346,bb34ee82-d2c2-43b8-ba21-2825c0954691,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2003/21346_RisperdalTOC.cfm,
2004,N/A,N/A,NDA021698,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2004/021698s000TOC.cfm,
2007,TYKERB,LAPATINIB,NDA022059,eee37f88-ec6a-4c30-b8aa-e2c71f93088c,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2013/022059Orig1s017.pdf,
2007,TYKERB,LAPATINIB,NDA022059,eee37f88-ec6a-4c30-b8aa-e2c71f93088c,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2010/022059Orig1s007.pdf,
2007,TYKERB,LAPATINIB,NDA022059,eee37f88-ec6a-4c30-b8aa-e2c71f93088c,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2007/022059s000TOC.cfm,
2005,NAGLAZYME,GALSULFASE,BLA125117,59341250-deac-ed71-3823-a4f5d64dbd77,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2005/125117s000_NaglazyneTOC.cfm,
2015,FINACEA FOAM,AZELAIC ACID,NDA207071,9fabd24e-4c3b-49a0-aa5f-c8d75ae67572,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207071Orig1s000TOC.cfm,
2015,FINACEA FOAM,AZELAIC ACID,NDA207071,9fabd24e-4c3b-49a0-aa5f-c8d75ae67572,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2015/207071Orig1s000SumR.pdf,
2016,KYLEENA,LEVONORGESTREL,NDA208224,2e07c155-21e1-4781-9633-ce8bddd47080,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/208224Orig1s000TOC.cfm,
2017,N/A,N/A,NDA208603,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208603Orig1s000TOC.cfm,
2017,TRIPTODUR,TRIPTORELIN,NDA208956,f41380e7-b830-432d-a5f5-a872932f107e,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2017/208956Orig1s000TOC.cfm,
1991,N/A,N/A,NDA020156,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2006/020156_S039_VIDEX.pdf,
1991,N/A,N/A,NDA020156,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/pre96/020156_S007_VIDEX.pdf,
1991,N/A,N/A,NDA020156,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/020154s032s033_020155s023s024_020156s024s025_Videx.cfm,
1991,N/A,N/A,NDA020156,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/020154s040s041_020155s030s031_020156s031s032_Videx.cfm,
1991,N/A,N/A,NDA020156,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20-154s028_20-155s020_20156s021_Videx.cfm,
1991,N/A,N/A,NDA020156,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/020154s040s041_020155s030s031_020156s031s032_Videx.cfm,
1991,N/A,N/A,NDA020156,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2000/020154s032s033_020155s023s024_020156s024s025_Videx.cfm,
1991,N/A,N/A,NDA020156,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/96/020156_S016_VIDEX.pdf,
1991,N/A,N/A,NDA020156,N/A,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/20-154s029s030_20-155s021_20-156s022_Videx.cfm,
2025,ROMVIMZA,VIMSELTINIB,NDA219304,f73c7a62-9601-4df0-810f-100f515d79ea,https://www.accessdata.fda.gov/drugsatfda_docs/nda/2025/219304Orig1s000TOC.cfm,
2021,JEMPERLI,DOSTARLIMAB,BLA761174,095eab9f-545a-4f12-bfb7-19477fb901a5,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2021/761174Orig1s000TOC.cfm,
2011,DATSCAN,IOFLUPANE I-123,NDA022454,ef7804d7-c691-495b-8aaf-5bc54fd5d9f6,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/022454sOrig1s000SumR.pdf,
2011,DATSCAN,IOFLUPANE I-123,NDA022454,ef7804d7-c691-495b-8aaf-5bc54fd5d9f6,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/022454sOrig1s000TOC.cfm,
1999,ALOCRIL,NEDOCROMIL SODIUM,NDA021009,2fe8d7ad-2158-4169-94b0-719ad20242b7,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/021009_Alocril.cfm,
2002,ELIGARD,LEUPROLIDE ACETATE,NDA021343,b78d1919-9dee-44fa-90f9-e0a26d32481d,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2002/21-343_Eligard.cfm,
2002,ELIGARD,LEUPROLIDE ACETATE,NDA021343,b78d1919-9dee-44fa-90f9-e0a26d32481d,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2016/021343Orig1s033.pdf,
2008,PRILOSEC,OMEPRAZOLE MAGNESIUM,NDA022056,b6761f84-53ac-4745-a8c8-1e5427d7e179,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/22056 omeprazole clinical prea.pdf,
2008,PRILOSEC,OMEPRAZOLE MAGNESIUM,NDA022056,b6761f84-53ac-4745-a8c8-1e5427d7e179,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/22056 omeprazole clinpharm prea.pdf,
2008,PRILOSEC,OMEPRAZOLE MAGNESIUM,NDA022056,b6761f84-53ac-4745-a8c8-1e5427d7e179,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/022056_prilosec_toc.cfm,
2008,PRILOSEC,OMEPRAZOLE MAGNESIUM,NDA022056,b6761f84-53ac-4745-a8c8-1e5427d7e179,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/22056s000_Omeprazole_Clinical_PREA.pdf,
2008,PRILOSEC,OMEPRAZOLE MAGNESIUM,NDA022056,b6761f84-53ac-4745-a8c8-1e5427d7e179,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/22056s000_Omeprazole_Clinpharm_PREA.pdf,
2008,PRILOSEC,OMEPRAZOLE MAGNESIUM,NDA022056,b6761f84-53ac-4745-a8c8-1e5427d7e179,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/22056s000_Omeprazole_Clinical_PREA.pdf,
2008,PRILOSEC,OMEPRAZOLE MAGNESIUM,NDA022056,b6761f84-53ac-4745-a8c8-1e5427d7e179,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/22056s000_Omeprazole_Clinpharm_PREA.pdf,
2008,PRILOSEC,OMEPRAZOLE MAGNESIUM,NDA022056,b6761f84-53ac-4745-a8c8-1e5427d7e179,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/22056s000_Omeprazole_Clinical_PREA.pdf,
2008,PRILOSEC,OMEPRAZOLE MAGNESIUM,NDA022056,b6761f84-53ac-4745-a8c8-1e5427d7e179,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2008/022056s000SumR.pdf,
1980,REGLAN,METOCLOPRAMIDE HYDROCHLORIDE,NDA017854,de55c133-eb08-4a35-91a2-5dc093027397,http://www.accessdata.fda.gov/drugsatfda_docs/nda/99/18821-S018_Reglan.pdf,
1980,REGLAN,METOCLOPRAMIDE HYDROCHLORIDE,NDA017854,de55c133-eb08-4a35-91a2-5dc093027397,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2009/017854_s051_reglan_tablets.pdf,
2011,DOCETAXEL,DOCETAXEL,NDA201525,0e0f06bd-d190-45da-be8b-062e8de01970,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/201525_docetaxel_toc.cfm,
2011,DOCETAXEL,DOCETAXEL,NDA201525,0e0f06bd-d190-45da-be8b-062e8de01970,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2011/201525Orig1s000SumR.pdf,
2011,DOCETAXEL,DOCETAXEL,NDA201525,0e0f06bd-d190-45da-be8b-062e8de01970,http://www.accessdata.fda.gov/drugsatfda_docs/nda/2019/201525Orig1s012.pdf,
2015,PATADAY ONCE DAILY RELIEF,OLOPATADINE HYDROCHLORIDE,NDA206276,6d07a5d6-265c-4735-97b3-8a2575b276cb,https://www.accessdata.fda.gov/drugsatfda_docs/pediatric/206276 olopatadine clinical bpca (2).pdf,
